benchmark,replacement_policy,l2_size_kb,l2_assoc,l2_block_b,ipc_reported,ipc_computed,l2_total_mpki,l2_total_miss_rate,l1_total_mpki,l1_total_miss_rate,total_instructions,total_cycles,l1_size_kb,l1_assoc,l1_block_b,l1_latency,l2_latency,mem_latency,l1_total_accesses,l1_total_hits,l1_total_misses,l2_total_accesses,l2_total_hits,l2_total_misses,mem_accesses,mem_mpki,l1_load_accesses,l1_load_hits,l1_load_misses,l1_load_miss_rate,l1_load_mpki,l1_store_accesses,l1_store_hits,l1_store_misses,l1_store_miss_rate,l1_store_mpki,l2_load_accesses,l2_load_hits,l2_load_misses,l2_load_miss_rate,l2_load_mpki,l2_store_accesses,l2_store_hits,l2_store_misses,l2_store_miss_rate,l2_store_mpki,l2_size_kb_from_file,l2_assoc_from_file,l2_block_b_from_file,policy_printed_l1,policy_printed_l2,file,l1_load_accesses_pct,l1_load_hits_pct,l1_load_misses_pct,l1_store_accesses_pct,l1_store_hits_pct,l1_store_misses_pct,l1_total_accesses_pct,l1_total_hits_pct,l1_total_misses_pct,l2_load_accesses_pct,l2_load_hits_pct,l2_load_misses_pct,l2_store_accesses_pct,l2_store_hits_pct,l2_store_misses_pct,l2_total_accesses_pct,l2_total_hits_pct,l2_total_misses_pct
433.milc,LFU,2048,16,256,0.277378,0.27737786128268704,9.411945803476238,0.2491095520281413,37.782356103362076,0.10952116480840385,38323372715,138163055039,32,4,32,1,10,200,13220707774,11772760459,1447947315,1447947315,1087249808,360697507,360697507,9.411945803476238,9656551853,8566507488,1090044365,0.11288132467919758,28.443330734649827,3564155921,3206252971,357902950,0.10041730999792588,9.339025368712255,1090044365,796621208,293423157,0.2691846005735739,7.656506622788772,357902950,290628600,67274350,0.18796813493713868,1.7554391806874663,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_LFU_2048_16_256.out,100.0,88.71,11.29,100.0,89.96,10.04,100.0,89.05,10.95,100.0,73.08,26.92,100.0,81.2,18.8,100.0,75.09,24.91
433.milc,LIP,512,16,256,0.244999,0.24499928801970575,11.714252039833806,0.2974546238604277,39.38164378755932,0.11415708136050659,38323372715,156422384019,32,4,32,1,10,200,13220707774,11711470361,1509237413,1509237413,1060307766,448929647,448929647,11.714252039833806,9656551853,8516600746,1139951107,0.11804949886390881,29.74558412375371,3564155921,3194869615,369286306,0.10361115343584319,9.63605966380561,1139951107,779971080,359980027,0.31578549710553505,9.393224069214076,369286306,280336686,88949620,0.24086899122655256,2.3210279706197308,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_LIP_0512_16_256.out,100.0,88.2,11.8,100.0,89.64,10.36,100.0,88.58,11.42,100.0,68.42,31.58,100.0,75.91,24.09,100.0,70.25,29.75
433.milc,LIP,1024,8,256,0.273771,0.2737707613112365,9.6539034482002,0.2561174596412095,37.69326566694901,0.10926291494324046,38323372715,139983439179,32,4,32,1,10,200,13220707774,11776174705,1444533069,1444533069,1074562929,369970140,369970140,9.6539034482002,9656551853,8569740195,1086811658,0.11254655642555891,28.358977329117366,3564155921,3206434510,357721411,0.10036637535757235,9.334288337831646,1086811658,786956142,299855516,0.275903845705711,7.824350905384555,357721411,287606787,70114624,0.1960034312846876,1.829552542815646,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_LIP_1024_08_256.out,100.0,88.75,11.25,100.0,89.96,10.04,100.0,89.07,10.93,100.0,72.41,27.59,100.0,80.4,19.6,100.0,74.39,25.61
433.milc,LIP,1024,16,256,0.263826,0.2638257780083421,10.301754752537052,0.26754221495625,38.50515610862253,0.11161637290720741,38323372715,145260152379,32,4,32,1,10,200,13220707774,11745060325,1475647449,1475647449,1080849462,394797987,394797987,10.301754752537052,9656551853,8540013585,1116538268,0.11562494407909436,29.134655665705022,3564155921,3205046740,359109181,0.10075574384502355,9.370500442917502,1116538268,791644875,324893393,0.2909827654917422,8.477682677256503,359109181,289204587,69904594,0.1946611161690127,1.8240720752805484,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_LIP_1024_16_256.out,100.0,88.44,11.56,100.0,89.92,10.08,100.0,88.84,11.16,100.0,70.9,29.1,100.0,80.53,19.47,100.0,73.25,26.75
433.milc,LIP,2048,16,256,0.27957,0.2795697041574775,9.288763518898191,0.24823315882436725,37.41951140971575,0.10846937304685249,38323372780,137079848818,32,4,32,1,10,200,13220707788,11786665903,1434041885,1434041885,1078065138,355976747,355976747,9.288763518898191,9656551867,8578090594,1078461273,0.11168181850557858,28.141084533217853,3564155921,3208575309,355580612,0.0997657285151078,9.2784268764979,1078461273,788647831,289813442,0.2687286500272875,7.562315656915414,355580612,289417307,66163305,0.18607118264367012,1.726447861982778,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_LIP_2048_16_256.out,100.0,88.83,11.17,100.0,90.02,9.98,100.0,89.15,10.85,100.0,73.13,26.87,100.0,81.39,18.61,100.0,75.18,24.82
433.milc,LRU,512,16,256,0.283473,0.2834725038381843,9.100210192708245,0.2509300126287139,36.265929680453496,0.1051254413726065,38323372715,135192557289,32,4,32,1,10,200,13220707774,11830875034,1389832740,1389832740,1041081993,348750747,348750747,9.100210192708245,9656551853,8616938729,1039613124,0.10765883514383279,27.12739120670058,3564155921,3213936305,350219616,0.0982615866877503,9.13853847375291,1039613124,757747775,281865349,0.2711252315818206,7.35492022312734,350219616,283334218,66885398,0.19098130128724713,1.745289969580904,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_LRU_0512_16_256.out,100.0,89.23,10.77,100.0,90.17,9.83,100.0,89.49,10.51,100.0,72.89,27.11,100.0,80.9,19.1,100.0,74.91,25.09
433.milc,LRU,1024,8,256,0.28463,0.2846301364356973,9.028682119738635,0.2489865089592228,36.26173224195568,0.10511327409663687,38323372715,134642709289,32,4,32,1,10,200,13220707774,11831035894,1389671880,1389671880,1043662330,346009550,346009550,9.028682119738635,9656551853,8617190222,1039361631,0.10763279137543301,27.120828814557537,3564155921,3213845672,350310249,0.09828701570993925,9.140903427398143,1039361631,759051669,280309962,0.2696943524173638,7.3143343641642735,350310249,284610661,65699588,0.18754686221013192,1.7143477555743623,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_LRU_1024_08_256.out,100.0,89.24,10.76,100.0,90.17,9.83,100.0,89.49,10.51,100.0,73.03,26.97,100.0,81.25,18.75,100.0,75.1,24.9
433.milc,LRU,1024,16,256,0.284401,0.28440149140493765,9.042716792626114,0.24936143458874796,36.263493621375545,0.10511837987472031,38323372715,134750955509,32,4,32,1,10,200,13220707774,11830968392,1389739382,1389739382,1043191976,346547406,346547406,9.042716792626114,9656551853,8617188411,1039363442,0.10763297891649606,27.120876070314836,3564155921,3213779981,350375940,0.09830544672178498,9.142617551060706,1039363442,758627413,280736029,0.27010381321455024,7.325452044311284,350375940,284564563,65811377,0.1878307540180984,1.7172647483148327,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_LRU_1024_16_256.out,100.0,89.24,10.76,100.0,90.17,9.83,100.0,89.49,10.51,100.0,72.99,27.01,100.0,81.22,18.78,100.0,75.06,24.94
433.milc,LRU,2048,16,256,0.289929,0.2899285020275641,8.708019867713253,0.24019169661629555,36.25445837798569,0.10509218906815238,38323372715,132182149899,32,4,32,1,10,200,13220707774,11831314653,1389393121,1389393121,1055672430,333720691,333720691,8.708019867713253,9656551853,8617410361,1039141492,0.10760999452171637,27.115084565437364,3564155921,3213904292,350251629,0.09827056861803325,9.139373812548325,1039141492,766603065,272538427,0.2622726828811875,7.111545975527535,350251629,289069365,61182264,0.17468088349704722,1.596473892185718,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_LRU_2048_16_256.out,100.0,89.24,10.76,100.0,90.17,9.83,100.0,89.49,10.51,100.0,73.77,26.23,100.0,82.53,17.47,100.0,75.98,24.02
433.milc,MRU,512,16,256,0.232827,0.2328268465050634,12.643463992675887,0.3000583278638898,42.136687499008914,0.12214323223872507,38323372715,164600316889,32,4,32,1,10,200,13220707774,11605887794,1614819980,1614819980,1130279797,484540183,484540183,12.643463992675887,9656551853,8442066867,1214484986,0.12576797644624008,31.6904515432861,3564155921,3163820927,400334994,0.11232252540951616,10.446235955722823,1214484986,826132771,388352215,0.3197669954562946,10.133560474649888,400334994,304147026,96187968,0.24026869856897895,2.509903518025997,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_MRU_0512_16_256.out,100.0,87.42,12.58,100.0,88.77,11.23,100.0,87.79,12.21,100.0,68.02,31.98,100.0,75.97,24.03,100.0,69.99,30.01
433.milc,MRU,1024,8,256,0.268138,0.26813783611853403,9.888939731626186,0.2431748886312012,40.66595768703627,0.11787997247793384,38323373717,142924155247,32,4,32,1,10,200,13220707990,11662251296,1558456694,1558456694,1179479161,378977533,378977533,9.888939731626186,9656552069,8512298341,1144253728,0.11849506115887336,29.85785480291409,3564155921,3149952955,414202966,0.11621348088604005,10.808102884122183,1144253728,839547790,304705938,0.26629228338419714,7.9509163324218095,414202966,339931371,74271595,0.1793120790931275,1.9380233992043765,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_MRU_1024_08_256.out,100.0,88.15,11.85,100.0,88.38,11.62,100.0,88.21,11.79,100.0,73.37,26.63,100.0,82.07,17.93,100.0,75.68,24.32
433.milc,MRU,1024,16,256,0.244478,0.24447802837405683,11.610195279755404,0.27425848281293663,42.333039841376085,0.12271240630479123,38323372715,156755897329,32,4,32,1,10,200,13220707774,11598362910,1622344864,1622344864,1177403023,444941841,444941841,11.610195279755404,9656551853,8462794278,1193757575,0.12362151554430223,31.149595936600747,3564155921,3135568632,428587289,0.12024930965414966,11.183443904775332,1193757575,822378245,371379330,0.31110112955723024,9.690674481127802,428587289,355024778,73562511,0.1716395070223373,1.9195207986276006,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_MRU_1024_16_256.out,100.0,87.64,12.36,100.0,87.98,12.02,100.0,87.73,12.27,100.0,68.89,31.11,100.0,82.84,17.16,100.0,72.57,27.43
433.milc,MRU,2048,16,256,0.269733,0.26973348999118607,9.678414730309573,0.2268187794444318,42.67025311579496,0.12368989935742604,38323372715,142078659629,32,4,32,1,10,200,13220707774,11585439760,1635268014,1635268014,1264358519,370909495,370909495,9.678414730309573,9656551853,8463088297,1193463556,0.12359106792651114,31.14192388220756,3564155921,3122351463,441804458,0.12395766846138491,11.528329233587394,1193463556,893142057,300321499,0.25163860051709863,7.836510143128722,441804458,371216462,70587996,0.15977203199701528,1.841904587180852,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_MRU_2048_16_256.out,100.0,87.64,12.36,100.0,87.6,12.4,100.0,87.63,12.37,100.0,74.84,25.16,100.0,84.02,15.98,100.0,77.32,22.68
433.milc,Random,512,16,256,0.238609,0.23860873336773286,12.198764509477545,0.3002914206659008,40.62308700803571,0.11775570178578076,38323373866,160611781996,32,4,32,1,10,200,13220708020,11663894269,1556813751,1556813751,1089315938,467497813,467497813,12.198764509477545,9656552099,8482221873,1174330226,0.12160968158827722,30.642662885217696,3564155921,3181672396,382483525,0.10731391484486068,9.980424122818018,1174330226,800289540,374040686,0.3185140582424215,9.760118910925117,382483525,289026398,93457127,0.24434288248101665,2.438645598552427,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_Random_0512_16_256.out,100.0,87.84,12.16,100.0,89.27,10.73,100.0,88.22,11.78,100.0,68.15,31.85,100.0,75.57,24.43,100.0,69.97,30.03
433.milc,Random,1024,8,256,0.270616,0.27061589687347126,9.766253867669278,0.24597287309539093,39.70459727842354,0.11509323903160648,38323372715,141615378689,32,4,32,1,10,200,13220707774,11699093694,1521614080,1521614080,1147338293,374275787,374275787,9.766253867669278,9656551853,8513373749,1143178104,0.11838367580917085,29.829788534049175,3564155921,3185719945,378435976,0.10617828860130836,9.874808744374366,1143178104,840098476,303079628,0.26512021787289236,7.908480035249424,378435976,307239817,71196159,0.18813263937675948,1.8577738324198536,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_Random_1024_08_256.out,100.0,88.16,11.84,100.0,89.38,10.62,100.0,88.49,11.51,100.0,73.49,26.51,100.0,81.19,18.81,100.0,75.4,24.6
433.milc,Random,1024,16,256,0.254742,0.2547419309736783,10.876368426645666,0.26836010776054336,40.529006033753,0.11748298431151755,38323372715,150439986729,32,4,32,1,10,200,13220707774,11667499570,1553208204,1553208204,1136389083,416819121,416819121,10.876368426645666,9656551853,8478672633,1177879220,0.12197720655681753,30.735270320792278,3564155921,3188826937,375328984,0.1053065556948736,9.793735712960721,1177879220,837980152,339899068,0.28856869382584066,8.869236810855153,375328984,298408931,76920053,0.2049403490778639,2.007131615790513,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_Random_1024_16_256.out,100.0,87.8,12.2,100.0,89.47,10.53,100.0,88.25,11.75,100.0,71.14,28.86,100.0,79.51,20.49,100.0,73.16,26.84
433.milc,Random,2048,16,256,0.2697,0.26969959916819963,9.767057006793511,0.2385467526870074,40.94399482188164,0.11868592822888303,38323372715,142096513429,32,4,32,1,10,200,13220707774,11651595800,1569111974,1569111974,1194805408,374306566,374306566,9.767057006793511,9656551853,8487967902,1168583951,0.12101461979277377,30.492722018242645,3564155921,3163627898,400528023,0.11237668381455751,10.45127280363899,1168583951,865485736,303098215,0.25937222117471986,7.908965039534883,400528023,329319672,71208351,0.17778618950714467,1.8580919672586285,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_Random_2048_16_256.out,100.0,87.9,12.1,100.0,88.76,11.24,100.0,88.13,11.87,100.0,74.06,25.94,100.0,82.22,17.78,100.0,76.15,23.85
433.milc,SRRIP,512,16,256,0.236093,0.23609326345287346,12.429530264531156,0.3071062897799703,40.47305665226339,0.11732080169341166,38323372715,162323025039,32,4,32,1,10,200,13220707774,11669643739,1551064035,1551064035,1074722514,476341521,476341521,12.429530264531156,9656551853,8481799697,1174752156,0.1216533783365995,30.65367353589406,3564155921,3187844042,376311879,0.10558232786135172,9.819383116369329,1174752156,789332101,385420055,0.32808627167141796,10.057049463424294,376311879,285390413,90921466,0.24161200077343292,2.3724808011068608,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_SRRIP_0512_16_256.out,100.0,87.83,12.17,100.0,89.44,10.56,100.0,88.27,11.73,100.0,67.19,32.81,100.0,75.84,24.16,100.0,69.29,30.71
433.milc,SRRIP,1024,8,256,0.27758,0.2775800167458583,9.405095007402425,0.24975811897028422,37.65681390530262,0.1091572508931698,38323372780,138062434138,32,4,32,1,10,200,13220707788,11777571671,1443136117,1443136117,1082701155,360434962,360434962,9.405095007402425,9656551867,8569731103,1086820764,0.11254749924909195,28.359214890584585,3564155921,3207840568,356315353,0.09997187578146921,9.297599014718037,1086820764,792771428,294049336,0.27055918118251926,7.672845959775673,356315353,289929727,66385626,0.18631143856436633,1.7322490476267522,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_SRRIP_1024_08_256.out,100.0,88.75,11.25,100.0,90.0,10.0,100.0,89.08,10.92,100.0,72.94,27.06,100.0,81.37,18.63,100.0,75.02,24.98
433.milc,SRRIP,1024,16,256,0.263283,0.2632829957058993,10.357230193485593,0.2712945331592976,38.17706930129727,0.11066533509478961,38323372715,145559619649,32,4,32,1,10,200,13220707774,11757633718,1463074056,1463074056,1066150063,396923993,396923993,10.357230193485593,9656551853,8553358119,1103193734,0.11424302906396872,28.786446908108463,3564155921,3204275599,359880322,0.10097210390813315,9.39062239318881,1103193734,779346497,323847237,0.293554275209471,8.4503845579657,359880322,286803566,73076756,0.20305849342882382,1.9068456355198955,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_SRRIP_1024_16_256.out,100.0,88.58,11.42,100.0,89.9,10.1,100.0,88.93,11.07,100.0,70.64,29.36,100.0,79.69,20.31,100.0,72.87,27.13
433.milc,SRRIP,2048,16,256,0.279336,0.27933598823104117,9.30172468511557,0.24831374889432944,37.45956366304124,0.10858547398069128,38323372715,137194541089,32,4,32,1,10,200,13220707774,11785130954,1435576820,1435576820,1079103358,356473462,356473462,9.30172468511557,9656551853,8576955245,1079596608,0.11179939013785774,28.170709713590508,3564155921,3208175709,355980212,0.0998778448222664,9.288853949450727,1079596608,789480351,290116257,0.26872653623602344,7.570217244643677,355980212,289623007,66357205,0.18640700455563525,1.7315074404718922,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_SRRIP_2048_16_256.out,100.0,88.82,11.18,100.0,90.01,9.99,100.0,89.14,10.86,100.0,73.13,26.87,100.0,81.36,18.64,100.0,75.17,24.83
444.namd,LFU,512,16,256,0.465213,0.46521292302632583,2.8453295723073704,0.09850007713060568,28.88657202303121,0.09905493967290054,60533954898,130120965910,32,4,32,1,10,200,17653016132,15904397684,1748618448,1748618448,1576379396,172239052,172239052,2.8453295723073704,13926612474,12192755508,1733856966,0.12449954856121603,28.642717445466054,3726403658,3711642176,14761482,0.0039613212509357195,0.24385457756515608,1733856966,1564862303,168994663,0.09746747644926554,2.7917333880589297,14761482,11517093,3244389,0.2197874847525472,0.05359618424844058,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_LFU_0512_16_256.out,100.0,87.55,12.45,100.0,99.6,0.4,100.0,90.09,9.91,100.0,90.25,9.75,100.0,78.02,21.98,100.0,90.15,9.85
444.namd,LFU,1024,8,256,0.600097,0.6000970980059601,0.4730739708636057,0.01688582055234013,28.016048695841697,0.09606983120801205,60533958247,100873606035,32,4,32,1,10,200,17653016568,15957094246,1695922322,1695922322,1667285282,28637040,28637040,0.4730739708636057,13926612910,12243959963,1682652947,0.12082284169697656,27.796843222017298,3726403658,3713134283,13269375,0.0035609064980152505,0.21920547382439867,1682652947,1655232768,27420179,0.016295801846059464,0.45297184909197497,13269375,12052514,1216861,0.09170446987895059,0.02010212177163066,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_LFU_1024_08_256.out,100.0,87.92,12.08,100.0,99.64,0.36,100.0,90.39,9.61,100.0,98.37,1.63,100.0,90.83,9.17,100.0,98.31,1.69
444.namd,LFU,1024,16,256,0.56634,0.5663397718213281,0.9715042491976479,0.03472114438806459,27.980190927451194,0.09594686805359105,60533954482,106886285396,32,4,32,1,10,200,17653016074,15959264470,1693751604,1693751604,1634942610,58808994,58808994,0.9715042491976479,13926612416,12250974036,1675638380,0.12031916520308222,27.680966729147976,3726403658,3708290434,18113224,0.004860778826554061,0.299224198303219,1675638380,1619457929,56180451,0.033527789569966764,0.9280816275881245,18113224,15484681,2628543,0.1451173463100771,0.04342262160952341,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_LFU_1024_16_256.out,100.0,87.97,12.03,100.0,99.51,0.49,100.0,90.41,9.59,100.0,96.65,3.35,100.0,85.49,14.51,100.0,96.53,3.47
444.namd,LFU,2048,16,256,0.606405,0.6064050066548226,0.3699580644329272,0.013051988986418198,28.344956835153848,0.09719768737035005,60533955475,99824300279,32,4,32,1,10,200,17653016254,15937183899,1715832355,1715832355,1693437330,22395025,22395025,0.3699580644329272,13926612596,12223734485,1702878111,0.12227511171590287,28.130957206377733,3726403658,3713449414,12954244,0.0034763394384795874,0.21399962877611708,1702878111,1681670646,21207465,0.012453894887136758,0.35033998412277056,12954244,11766684,1187560,0.09167343150244815,0.019618080310156702,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_LFU_2048_16_256.out,100.0,87.77,12.23,100.0,99.65,0.35,100.0,90.28,9.72,100.0,98.75,1.25,100.0,90.83,9.17,100.0,98.69,1.31
444.namd,LIP,512,16,256,0.443038,0.4430375918669793,3.3499003229195505,0.11334729872811619,29.554302224306966,0.10134465347215785,60533955477,136633903281,32,4,32,1,10,200,17653016254,15863977439,1789038815,1789038815,1586256098,202782717,202782717,3.3499003229195505,13926612596,12155812971,1770799625,0.12715221399269833,29.25299711618579,3726403658,3708164468,18239190,0.004894582464474384,0.301305108121177,1770799625,1574711999,196087626,0.1107339437120109,3.2392997360713345,18239190,11544099,6695091,0.3670717285142597,0.11060058684821635,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_LIP_0512_16_256.out,100.0,87.28,12.72,100.0,99.51,0.49,100.0,89.87,10.13,100.0,88.93,11.07,100.0,63.29,36.71,100.0,88.67,11.33
444.namd,LIP,1024,8,256,0.599856,0.5998559433303248,0.4870906496789133,0.017519540355941523,27.802707136304683,0.09533825958803455,60533956091,100914155747,32,4,32,1,10,200,17653016326,15970008473,1683007853,1683007853,1653522329,29485524,29485524,0.4870906496789133,13926612668,12258151452,1668461216,0.11980380698270741,27.56240172857398,3726403658,3711857021,14546637,0.0039036664663986867,0.24030540773069925,1668461216,1640226932,28234284,0.01692234960527845,0.46642059801205993,14546637,13295397,1251240,0.08601575745651727,0.020670051666853314,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_LIP_1024_08_256.out,100.0,88.02,11.98,100.0,99.61,0.39,100.0,90.47,9.53,100.0,98.31,1.69,100.0,91.4,8.6,100.0,98.25,1.75
444.namd,LIP,1024,16,256,0.553564,0.553563648259078,1.1370632868158521,0.03955792190786424,28.744262387296953,0.09856694577731151,60533955144,109353197838,32,4,32,1,10,200,17653016194,15913012304,1740003890,1740003890,1671172952,68830938,68830938,1.1370632868158521,13926612536,12206432637,1720179899,0.12351746661676494,28.416776913188375,3726403658,3706579667,19823991,0.005319872139305419,0.32748547410857415,1720179899,1654818218,65361681,0.03799700312624104,1.079752361208113,19823991,16354734,3469257,0.1750029547531574,0.05731092560773911,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_LIP_1024_16_256.out,100.0,87.65,12.35,100.0,99.47,0.53,100.0,90.14,9.86,100.0,96.2,3.8,100.0,82.5,17.5,100.0,96.04,3.96
444.namd,LIP,2048,16,256,0.609831,0.609830717005152,0.3178900147379252,0.01116972791556291,28.459960452125735,0.09759204626629354,60533955481,99263539525,32,4,32,1,10,200,17653016254,15930222275,1722793979,1722793979,1703550839,19243140,19243140,0.3178900147379252,13926612596,12218001031,1708611565,0.12268680220851029,28.22567187991354,3726403658,3712221244,14182414,0.00380592531073562,0.23428857221219393,1708611565,1690554367,18057198,0.010568345883811222,0.29829866322989046,14182414,12996472,1185942,0.08362060224726199,0.019591351508034784,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_LIP_2048_16_256.out,100.0,87.73,12.27,100.0,99.62,0.38,100.0,90.24,9.76,100.0,98.94,1.06,100.0,91.64,8.36,100.0,98.88,1.12
444.namd,LRU,512,16,256,0.715831,0.7158305286812264,0.04414153927504704,0.004572894112823807,9.652867130962104,0.03310064547662505,60533956085,84564647161,32,4,32,1,10,200,17653016326,17068690091,584326235,584326235,581654173,2672062,2672062,0.04414153927504704,13926612668,13368362342,558250326,0.04008514771741478,9.222102140757515,3726403658,3700327749,26075909,0.006997607181932409,0.43076499020458825,558250326,556052002,2198324,0.003937882160771009,0.03631555150489716,26075909,25602171,473738,0.018167650454678302,0.007825987770149881,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_LRU_0512_16_256.out,100.0,95.99,4.01,100.0,99.3,0.7,100.0,96.69,3.31,100.0,99.61,0.39,100.0,98.18,1.82,100.0,99.54,0.46
444.namd,LRU,1024,8,256,0.716319,0.716318510115391,0.032578474804322986,0.0033280828451007507,9.788961489429731,0.03356732683748625,60533957217,84507040321,32,4,32,1,10,200,17653016544,17060451968,592564576,592564576,590592472,1972104,1972104,0.032578474804322986,13926612886,13361409451,565203435,0.0405844148628689,9.33696491993541,3726403658,3699042517,27361141,0.007342505941689906,0.4519965694943211,565203435,563670948,1532487,0.0027113901032820155,0.02531615427860423,27361141,26921524,439617,0.016067202752984608,0.007262320525718754,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_LRU_1024_08_256.out,100.0,95.94,4.06,100.0,99.27,0.73,100.0,96.64,3.36,100.0,99.73,0.27,100.0,98.39,1.61,100.0,99.67,0.33
