benchmark,replacement_policy,l2_size_kb,l2_assoc,l2_block_b,ipc_reported,ipc_computed,l2_total_mpki,l2_total_miss_rate,l1_total_mpki,l1_total_miss_rate,total_instructions,total_cycles,l1_size_kb,l1_assoc,l1_block_b,l1_latency,l2_latency,mem_latency,l1_total_accesses,l1_total_hits,l1_total_misses,l2_total_accesses,l2_total_hits,l2_total_misses,mem_accesses,mem_mpki,l1_load_accesses,l1_load_hits,l1_load_misses,l1_load_miss_rate,l1_load_mpki,l1_store_accesses,l1_store_hits,l1_store_misses,l1_store_miss_rate,l1_store_mpki,l2_load_accesses,l2_load_hits,l2_load_misses,l2_load_miss_rate,l2_load_mpki,l2_store_accesses,l2_store_hits,l2_store_misses,l2_store_miss_rate,l2_store_mpki,l2_size_kb_from_file,l2_assoc_from_file,l2_block_b_from_file,policy_printed_l1,policy_printed_l2,file,l1_load_accesses_pct,l1_load_hits_pct,l1_load_misses_pct,l1_store_accesses_pct,l1_store_hits_pct,l1_store_misses_pct,l1_total_accesses_pct,l1_total_hits_pct,l1_total_misses_pct,l2_load_accesses_pct,l2_load_hits_pct,l2_load_misses_pct,l2_store_accesses_pct,l2_store_hits_pct,l2_store_misses_pct,l2_total_accesses_pct,l2_total_hits_pct,l2_total_misses_pct
450.soplex,Random,1024,8,256,0.245889,0.2458891002991064,10.512535605222114,0.1724398740964081,60.96348457865806,0.1718578282002722,7441260980,30262671143,32,4,32,1,10,200,2639653973,2186008774,453645199,453645199,375418678,78226521,78226521,10.512535605222114,2177211296,1753604812,423606484,0.1945637912031116,56.926707064640546,462442677,432403962,30038715,0.0649566238022621,4.0367775140175235,423606484,350064154,73542330,0.17361001962377895,9.883046730609358,30038715,25354524,4684191,0.15593846141554324,0.6294888746127542,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_Random_1024_08_256.out,100.0,80.54,19.46,100.0,93.5,6.5,100.0,82.81,17.19,100.0,82.64,17.36,100.0,84.41,15.59,100.0,82.76,17.24
450.soplex,Random,1024,16,256,0.218341,0.2183406552243165,13.000841020658811,0.2080141331213944,62.49979665118084,0.1761386699110695,7435806641,34055987573,32,4,32,1,10,200,2638468902,2173732499,464736403,464736403,368064663,96671740,96671740,13.000841020658811,2176026225,1745467223,430559002,0.1978648037663241,57.9034693594583,462442677,428265276,34177401,0.07390624330288617,4.596327291722539,430559002,340384431,90174571,0.20943603682916379,12.127073141303864,34177401,27680232,6497169,0.19010131870471952,0.8737678793549467,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_Random_1024_16_256.out,100.0,80.21,19.79,100.0,92.61,7.39,100.0,82.39,17.61,100.0,79.06,20.94,100.0,80.99,19.01,100.0,79.2,20.8
450.soplex,Random,2048,16,256,0.24832,0.24832012435389728,10.339997146290118,0.17110570262093552,60.43046484077249,0.1703438574590638,7439515883,29959375634,32,4,32,1,10,200,2639211121,2189637718,449573403,449573403,372648830,76924573,76924573,10.339997146290118,2176778194,1756940318,419837876,0.19287122461867146,56.43349414165099,462432927,432697400,29735527,0.0643023566529033,3.9969706991214986,419837876,347505015,72332861,0.17228760227435982,9.722791393629182,29735527,25143815,4591712,0.15441838310113018,0.6172057526609357,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_Random_2048_16_256.out,100.0,80.71,19.29,100.0,93.57,6.43,100.0,82.97,17.03,100.0,82.77,17.23,100.0,84.56,15.44,100.0,82.89,17.11
450.soplex,SRRIP,512,16,256,0.225857,0.22585679733342365,12.473249584373336,0.21575343169044878,57.81251999861246,0.16293977130172682,7437390984,32929675227,32,4,32,1,10,200,2638854293,2208879978,429974315,429974315,337205881,92768434,92768434,12.473249584373336,2176411616,1775366995,401044621,0.1842687376099724,53.92275622765619,462442677,433512983,28929694,0.06255844332464151,3.8897637709562694,401044621,314227083,86817538,0.21647850003204505,11.673117385756628,28929694,22978798,5950896,0.20570200293165908,0.8001321986167078,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_SRRIP_0512_16_256.out,100.0,81.57,18.43,100.0,93.74,6.26,100.0,83.71,16.29,100.0,78.35,21.65,100.0,79.43,20.57,100.0,78.42,21.58
450.soplex,SRRIP,1024,8,256,0.265623,0.2656225361238804,9.18524715227469,0.16032827011468126,57.29025296477391,0.1614770421234538,7438615191,28004458129,32,4,32,1,10,200,2639137678,2212977532,426160146,426160146,357834627,68325519,68325519,9.18524715227469,2176365746,1777377722,398988024,0.183327652869611,53.63740612402382,462771932,435599810,27172122,0.0587160113245589,3.6528468407500934,398988024,334604697,64383327,0.161366565228033,8.655283993974786,27172122,23229930,3942192,0.1450822280276822,0.5299631582999035,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_SRRIP_1024_08_256.out,100.0,81.67,18.33,100.0,94.13,5.87,100.0,83.85,16.15,100.0,83.86,16.14,100.0,85.49,14.51,100.0,83.97,16.03
450.soplex,SRRIP,1024,16,256,0.250288,0.2502878772947139,10.303969039031573,0.1776888426296935,57.988835351385646,0.16347910881947464,7442198216,29734553253,32,4,32,1,10,200,2639874967,2208310560,431564407,431564407,354880227,76684180,76684180,10.303969039031573,2177103035,1773345340,403757695,0.18545640169942623,54.25247800199145,462771932,434965220,27806712,0.0600872915516406,3.7363573493941993,403757695,331530376,72227319,0.17888778317896828,9.705105521741991,27806712,23349851,4456861,0.16028004317806435,0.5988635172895803,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_SRRIP_1024_16_256.out,100.0,81.45,18.55,100.0,93.99,6.01,100.0,83.65,16.35,100.0,82.11,17.89,100.0,83.97,16.03,100.0,82.23,17.77
450.soplex,SRRIP,2048,16,256,0.271451,0.27145063796695146,8.773733689552646,0.1526479555571246,57.4769158062474,0.16218313930861433,7457802267,27473880050,32,4,32,1,10,200,2643008853,2214357380,428651473,428651473,363218702,65432771,65432771,8.773733689552646,2180236921,1778745451,401491470,0.18415038573690864,53.835091844223065,462771932,435611929,27160003,0.058689823478749785,3.641823962024334,401491470,339727403,61764067,0.15383656096105852,8.281805388338007,27160003,23491299,3668704,0.13507745194284404,0.49192830121463993,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_SRRIP_2048_16_256.out,100.0,81.58,18.42,100.0,94.13,5.87,100.0,83.78,16.22,100.0,84.62,15.38,100.0,86.49,13.51,100.0,84.74,15.26
459.GemsFDTD,LFU,512,16,256,0.0992479,0.09924785564154198,38.05412495323684,0.3600290221588124,105.69738163066974,0.25907132987956305,108732414793,1095564373559,32,4,32,1,10,200,44361263546,32868532004,11492731542,11492731542,7355014643,4137716899,4137716899,38.05412495323684,34765378125,23598149018,11167229107,0.32121696093302593,102.7037717157269,9595885421,9270382986,325502435,0.03392104227168637,2.9936099149428186,11167229107,7147720414,4019508693,0.3599378730826284,36.96697714892256,325502435,207294229,118208206,0.3631561343005007,1.0871478043142848,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LFU_0512_16_256.out,100.0,67.88,32.12,100.0,96.61,3.39,100.0,74.09,25.91,100.0,64.01,35.99,100.0,63.68,36.32,100.0,64.0,36.0
459.GemsFDTD,LFU,1024,8,256,0.118497,0.11849674541880259,26.101361368668044,0.14414330939715778,181.07924313539255,0.44383729860587684,108732414793,917598322289,32,4,32,1,10,200,44361263546,24672080171,19689183375,19689183375,16851119324,2838064051,2838064051,26.101361368668044,34765378125,15783896300,18981481825,0.545988073443398,174.57059020657377,9595885421,8888183871,707701550,0.07375052107763178,6.508652928818799,18981481825,16169750292,2811731533,0.14813024393578925,25.85918411131447,707701550,681369032,26332518,0.037208506891075764,0.24217725735357476,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LFU_1024_08_256.out,100.0,45.4,54.6,100.0,92.62,7.38,100.0,55.62,44.38,100.0,85.19,14.81,100.0,96.28,3.72,100.0,85.59,14.41
459.GemsFDTD,LFU,1024,16,256,0.108018,0.10801758042487473,31.81868394430963,0.21411874162512962,148.60298403965257,0.3642358222342231,108732414705,1006617758677,32,4,32,1,10,200,44361263502,28203302215,16157961287,16157961287,12698238949,3459722338,3459722338,31.81868394430963,34765378129,19153251802,15612126327,0.44907109219608743,143.5830002429081,9595885373,9050050413,545834960,0.0568821884362874,5.0199837967444685,15612126327,12222720828,3389405499,0.21710082457751304,31.171987748048604,545834960,475518121,70316839,0.12882435928984834,0.6466961962610265,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LFU_1024_16_256.out,100.0,55.09,44.91,100.0,94.31,5.69,100.0,63.58,36.42,100.0,78.29,21.71,100.0,87.12,12.88,100.0,78.59,21.41
459.GemsFDTD,LFU,2048,16,256,0.118692,0.11869178979988905,26.102911681860085,0.14528943250217058,179.661460798053,0.44036221964505756,108732414705,916090446427,32,4,32,1,10,200,44361263502,24826239040,19535024462,19535024462,16696791844,2838232618,2838232618,26.102911681860085,34765378129,15929121932,18836256197,0.541810767226705,173.2349662987281,9595885373,8897117108,698768265,0.07281957191424238,6.426494499324933,18836256197,16026576049,2809680148,0.14916340692199176,25.840317771134707,698768265,670215795,28552470,0.04086114299996151,0.26259391072538213,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LFU_2048_16_256.out,100.0,45.82,54.18,100.0,92.72,7.28,100.0,55.96,44.04,100.0,85.08,14.92,100.0,95.91,4.09,100.0,85.47,14.53
459.GemsFDTD,LIP,512,16,256,0.1015,0.10150015961279928,36.70685755721464,0.3328381348623214,110.28441068628882,0.2703144438285463,108732414993,1071253635539,32,4,32,1,10,200,44361263646,32369773336,11991490310,11991490310,8000265041,3991225269,3991225269,36.70685755721464,34765378129,23097919735,11667458394,0.3356056807639735,107.30432497752516,9595885517,9271853601,324031916,0.03376779719036325,2.9800857087636707,11667458394,7775713399,3891744995,0.33355550657042266,35.79194847507566,324031916,224551642,99480274,0.3070076405683445,0.9149090821389773,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LIP_0512_16_256.out,100.0,66.44,33.56,100.0,96.62,3.38,100.0,72.97,27.03,100.0,66.64,33.36,100.0,69.3,30.7,100.0,66.72,33.28
459.GemsFDTD,LIP,1024,8,256,0.118711,0.11871102018134319,26.175867586665895,0.14700104512881765,178.0658604415218,0.436451296702206,108732414793,915942046719,32,4,32,1,10,200,44361263546,24999732548,19361530998,19361530998,16515365706,2846165292,2846165292,26.175867586665895,34765378125,16115430484,18649947641,0.5364517415557378,171.5215069628036,9595885421,8884302064,711583357,0.07415504935508546,6.544353478718201,18649947641,15830696583,2819251058,0.15116670096178528,25.928340351560905,711583357,684669123,26914234,0.03782302345219128,0.24752723510498814,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LIP_1024_08_256.out,100.0,46.35,53.65,100.0,92.58,7.42,100.0,56.35,43.65,100.0,84.88,15.12,100.0,96.22,3.78,100.0,85.3,14.7
459.GemsFDTD,LIP,1024,16,256,0.110034,0.11003448657855804,30.63115542260925,0.1971315816503076,155.3843131890757,0.3808573120664285,108732414793,988166693679,32,4,32,1,10,200,44361263546,27465951952,16895311594,16895311594,13564712097,3330599497,3330599497,30.63115542260925,34765378125,18464737417,16300640708,0.4688756914822137,149.9151907831022,9595885421,9001214535,594670886,0.06197144504233029,5.4691224059734935,16300640708,13036022300,3264618408,0.2002754656384639,30.02433464036495,594670886,528689797,65981089,0.11095395882555448,0.6068207822443004,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LIP_1024_16_256.out,100.0,53.11,46.89,100.0,93.8,6.2,100.0,61.91,38.09,100.0,79.97,20.03,100.0,88.9,11.1,100.0,80.29,19.71
459.GemsFDTD,LIP,2048,16,256,0.118725,0.11872531044257953,26.006333294292332,0.1434000233821138,181.35515379236742,0.4445135740228043,108732414793,915831800209,32,4,32,1,10,200,44361263546,24642079739,19719183807,19719183807,16891452388,2827731419,2827731419,26.006333294292332,34765378125,15750943777,19014434348,0.5469359280268148,174.87365091816315,9595885421,8891135962,704749459,0.07344287974278012,6.481502874204266,19014434348,16212964705,2801469643,0.14733384079314815,25.764806643293216,704749459,678487683,26261776,0.03726398887522949,0.24152665099911574,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LIP_2048_16_256.out,100.0,45.31,54.69,100.0,92.66,7.34,100.0,55.55,44.45,100.0,85.27,14.73,100.0,96.27,3.73,100.0,85.66,14.34
459.GemsFDTD,LRU,512,16,256,0.233147,0.23314673751735732,11.472557710415131,0.1955614769903681,58.664711920641636,0.14379112039959133,108732414993,466369017859,32,4,32,1,10,200,44361263646,37982507844,6378755802,6378755802,5131316896,1247438906,1247438906,11.472557710415131,34765378129,28462441207,6302936922,0.18129924830998234,57.96741406328344,9595885517,9520066637,75818880,0.007901186385110559,0.6972978573581861,6302936922,5064898490,1238038432,0.19642246897294904,11.386102590287383,75818880,66418406,9400474,0.12398592540538715,0.08645512012774834,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_0512_16_256.out,100.0,81.87,18.13,100.0,99.21,0.79,100.0,85.62,14.38,100.0,80.36,19.64,100.0,87.6,12.4,100.0,80.44,19.56
459.GemsFDTD,LRU,1024,8,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_1024_08_256.out,,,,,,,,,,,,,,,,,,
459.GemsFDTD,LRU,1024,16,256,0.273183,0.27318347870695464,8.332490377637852,0.14217816918214934,58.60597604800222,0.14364715491911612,108732414793,398019731309,32,4,32,1,10,200,44361263546,37988894249,6372369297,6372369297,5466357497,906011800,906011800,8.332490377637852,34765378125,28468818627,6296559498,0.18111580651763728,57.908761706314664,9595885421,9520075622,75809799,0.007900240121051774,0.697214341687558,6296559498,5397316272,899243226,0.14281501291072213,8.270240550731259,75809799,69041225,6768574,0.08928362941576985,0.06224982690659187,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_1024_16_256.out,100.0,81.89,18.11,100.0,99.21,0.79,100.0,85.64,14.36,100.0,85.72,14.28,100.0,91.07,8.93,100.0,85.78,14.22
459.GemsFDTD,LRU,2048,16,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_2048_16_256.out,,,,,,,,,,,,,,,,,,
459.GemsFDTD,MRU,512,16,256,0.0915167,0.09151674281271771,38.03685809117969,0.19897864303139381,191.16050603068206,0.4685471459484493,108732414993,1188115001159,32,4,32,1,10,200,44361263646,23575920174,20785343472,20785343472,16649504033,4135839439,4135839439,38.03685809117969,34765378129,14754936081,20010442048,0.5755853416508082,184.0338233018023,9595885517,8820984093,774901424,0.08075350863942576,7.126682728879762,20010442048,15996346066,4014095982,0.20060006532445396,36.91719697625055,774901424,653157967,121743457,0.15710831497968702,1.1196611149291371,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_MRU_0512_16_256.out,100.0,42.44,57.56,100.0,91.92,8.08,100.0,53.15,46.85,100.0,79.94,20.06,100.0,84.29,15.71,100.0,80.1,19.9
459.GemsFDTD,MRU,1024,8,256,0.114017,0.11401749040866647,27.51003158710832,0.14785631643315525,186.05922459555796,0.45604356502193943,108732414993,953646801059,32,4,32,1,10,200,44361263646,24130594824,20230668822,20230668822,17239436651,2991232171,2991232171,27.51003158710832,34765378129,15260725038,19504653091,0.5610367020495582,179.382138180741,9595885517,8869869786,726015731,0.07565906551446408,6.677086414816958,19504653091,16552226710,2952426381,0.1513703610736011,27.15313902657337,726015731,687209941,38805790,0.05345034321301779,0.3568925605349449,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_MRU_1024_08_256.out,100.0,43.9,56.1,100.0,92.43,7.57,100.0,54.4,45.6,100.0,84.86,15.14,100.0,94.65,5.35,100.0,85.21,14.79
459.GemsFDTD,MRU,1024,16,256,0.105171,0.10517096810914198,31.086412595273377,0.16508462145867234,188.30592650361208,0.4615503814736228,108732414705,1033863400327,32,4,32,1,10,200,44361263502,23886305410,20474958092,20474958092,17094857386,3380100706,3380100706,31.086412595273377,34765378129,15033342927,19732035202,0.5675771777537567,181.47334679851116,9595885373,8852962483,742922890,0.07742098421583553,6.832579705100922,19732035202,16419615463,3312419739,0.1678701515120072,30.4639582224571,742922890,675241923,67680967,0.09110093108047862,0.6224543728162759,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_MRU_1024_16_256.out,100.0,43.24,56.76,100.0,92.26,7.74,100.0,53.84,46.16,100.0,83.21,16.79,100.0,90.89,9.11,100.0,83.49,16.51
459.GemsFDTD,MRU,2048,16,256,0.112951,0.11295112232938785,27.859556593082356,0.14870405332135317,187.34900610191949,0.45920490549048687,108732414993,962650151239,32,4,32,1,10,200,44361263646,23990353766,20370909880,20370909880,17341673011,3029236869,3029236869,27.859556593082356,34765378129,15124914485,19640463644,0.5649431906399042,180.631172822423,9595885517,8865439281,730446236,0.07612077433666198,6.717833279496504,19640463644,16652168795,2988294849,0.1521499137273625,27.483017361403967,730446236,689504216,40942020,0.056050696111739566,0.3765392316783893,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_MRU_2048_16_256.out,100.0,43.51,56.49,100.0,92.39,7.61,100.0,54.08,45.92,100.0,84.79,15.21,100.0,94.39,5.61,100.0,85.13,14.87
459.GemsFDTD,Random,512,16,256,0.0897431,0.08974309173835178,39.07490287131492,0.20352012597306268,191.99527655798892,0.4705932243646016,108732414793,1211596488229,32,4,32,1,10,200,44361263546,23485153497,20876110049,20876110049,16627401502,4248708547,4248708547,39.07490287131492,34765378125,14667135290,20098242835,0.5781108654344601,184.84131777319718,9595885421,8818018207,777867214,0.08106257837319376,7.153958784791725,20098242835,15974211046,4124031789,0.20519364915913058,37.92826450926479,777867214,653190456,124676758,0.16028025832182716,1.1466383620501222,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_Random_0512_16_256.out,100.0,42.19,57.81,100.0,91.89,8.11,100.0,52.94,47.06,100.0,79.48,20.52,100.0,83.97,16.03,100.0,79.65,20.35
459.GemsFDTD,Random,1024,8,256,0.113915,0.11391532042076292,27.53133995689314,0.14768472458994103,186.41968580932257,0.4569270796802565,108732414793,954502119569,32,4,32,1,10,200,44361263546,24091400943,20269862603,20269862603,17276313527,2993549076,2993549076,27.53133995689314,34765378125,15220535851,19544842274,0.5621927137891586,179.75175398439015,9595885421,8870865092,725020329,0.07555533410323324,6.667931824932444,19544842274,16588381348,2956460926,0.15126553003361423,27.190244340920604,725020329,687932179,37088150,0.05115463458956335,0.3410956159725395,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_Random_1024_08_256.out,100.0,43.78,56.22,100.0,92.44,7.56,100.0,54.31,45.69,100.0,84.87,15.13,100.0,94.88,5.12,100.0,85.23,14.77
459.GemsFDTD,Random,1024,16,256,0.104777,0.10477667666916385,31.260683095017818,0.16592837931943155,188.39865261889494,0.4617776592805619,108732414793,1037753994969,32,4,32,1,10,200,44361263546,23876223103,20485040443,20485040443,17085990882,3399049561,3399049561,31.260683095017818,34765378125,15018361472,19747016653,0.5680081080090367,181.61112940049665,9595885421,8857861631,738023790,0.07691044209269951,6.787523218398279,19747016653,16414199495,3332817158,0.16877573035791577,30.65155100569477,738023790,671791387,66232403,0.0897429105909987,0.6091320893230445,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_Random_1024_16_256.out,100.0,43.2,56.8,100.0,92.31,7.69,100.0,53.82,46.18,100.0,83.12,16.88,100.0,91.03,8.97,100.0,83.41,16.59
459.GemsFDTD,Random,2048,16,256,0.113584,0.11358373978277475,27.621061156341913,0.1475579246625967,187.18792107912697,0.4588100756590363,108732414841,957288561276,32,4,32,1,10,200,44361263555,24007868867,20353394688,20353394688,17350090008,3003304680,3003304680,27.621061156341913,34765378134,15147403406,19617974728,0.5642963137747069,180.42434500040738,9595885421,8860465461,735419960,0.07663909350048918,6.7635760787195665,19617974728,16652948858,2965025870,0.1511382245674998,27.26901517211563,735419960,697141150,38278810,0.05205027342472456,0.35204598422627986,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_Random_2048_16_256.out,100.0,43.57,56.43,100.0,92.34,7.66,100.0,54.12,45.88,100.0,84.89,15.11,100.0,94.79,5.21,100.0,85.24,14.76
459.GemsFDTD,SRRIP,512,16,256,0.0999811,0.09998111742480284,37.533735952088726,0.3452470788355673,108.71557864785039,0.26646913205732425,108732414839,1087529501966,32,4,32,1,10,200,44361263557,32540356160,11820907397,11820907397,7739773649,4081133748,4081133748,37.533735952088726,34765378136,23280622250,11484755886,0.33035038022806335,105.62403035935024,9595885421,9259733910,336151511,0.035030796664615574,3.091548288500161,11484755886,7525933522,3958822364,0.3447023518214987,36.4088516737334,336151511,213840127,122311384,0.36385790334882656,1.124884278355322,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_SRRIP_0512_16_256.out,100.0,66.96,33.04,100.0,96.5,3.5,100.0,73.35,26.65,100.0,65.53,34.47,100.0,63.61,36.39,100.0,65.48,34.52
459.GemsFDTD,SRRIP,1024,8,256,0.115983,0.11598279097205573,27.40092320392044,0.15803983885737008,173.37984777780997,0.42496556704150296,108732414993,937487484839,32,4,32,1,10,200,44361263646,25509254086,18852009560,18852009560,15872641007,2979368553,2979368553,27.40092320392044,34765378129,16594893115,18170485014,0.5226603590093803,167.1119418728057,9595885517,8914360971,681524546,0.07102257991642524,6.267905905004275,18170485014,15224843564,2945641450,0.16211132766849323,27.090738766260596,681524546,647797443,33727103,0.049487730409639566,0.31018443765983944,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_SRRIP_1024_08_256.out,100.0,47.73,52.27,100.0,92.9,7.1,100.0,57.5,42.5,100.0,83.79,16.21,100.0,95.05,4.95,100.0,84.2,15.8
459.GemsFDTD,SRRIP,1024,16,256,0.110662,0.1106620076221428,30.38381835778435,0.19580032250677393,155.17757054119863,0.3803505721210871,108732414705,982563185337,32,4,32,1,10,200,44361263502,27488431549,16872831953,16872831953,13569126015,3303705938,3303705938,30.38381835778435,34765378129,18481948198,16283429931,0.4683806363497298,149.75690529064664,9595885373,9006483351,589402022,0.06142237001479863,5.420665250551974,16283429931,13045156802,3238273129,0.19886922735086998,29.782040045608312,589402022,523969213,65432809,0.11101558284101035,0.6017783121760388,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_SRRIP_1024_16_256.out,100.0,53.16,46.84,100.0,93.86,6.14,100.0,61.96,38.04,100.0,80.11,19.89,100.0,88.9,11.1,100.0,80.42,19.58
459.GemsFDTD,SRRIP,2048,16,256,0.118676,0.11867644660963374,26.011609623352918,0.14323855350523065,181.5964276852534,0.44510495242150105,108732414793,916208884739,32,4,32,1,10,200,44361263546,24615845446,19745418100,19745418100,16917112973,2828305127,2828305127,26.011609623352918,34765378125,15722791243,19042586882,0.5477457145304673,175.13256666149135,9595885421,8893054203,702831218,0.07324297729336132,6.463861023762043,19042586882,16241958508,2800628374,0.14707184435363102,25.757069585290765,702831218,675154465,27676753,0.0393789465965355,0.25454003806215275,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_SRRIP_2048_16_256.out,100.0,45.23,54.77,100.0,92.68,7.32,100.0,55.49,44.51,100.0,85.29,14.71,100.0,96.06,3.94,100.0,85.68,14.32
