benchmark,policy,file,l1_size_kb,l1_assoc,l1_block_b,l2_size_kb,l2_assoc,l2_block_b,l1_latency,l2_latency,mem_latency,total_instructions,total_cycles,ipc_reported,ipc_computed,l1_total_accesses,l1_total_hits,l1_total_misses,l1_total_miss_rate,l1_total_mpki,l2_total_accesses,l2_total_hits,l2_total_misses,l2_total_miss_rate,l2_total_mpki,mem_accesses,mem_mpki,l1_load_accesses,l1_load_hits,l1_load_misses,l1_load_miss_rate,l1_load_mpki,l1_store_accesses,l1_store_hits,l1_store_misses,l1_store_miss_rate,l1_store_mpki,l2_load_accesses,l2_load_hits,l2_load_misses,l2_load_miss_rate,l2_load_mpki,l2_store_accesses,l2_store_hits,l2_store_misses,l2_store_miss_rate,l2_store_mpki,l2_size_kb_filename,l2_assoc_filename,l2_block_b_filename,l1_load_accesses_pct,l1_load_hits_pct,l1_load_misses_pct,l1_store_accesses_pct,l1_store_hits_pct,l1_store_misses_pct,l1_total_accesses_pct,l1_total_hits_pct,l1_total_misses_pct,l2_load_accesses_pct,l2_load_hits_pct,l2_load_misses_pct,l2_store_accesses_pct,l2_store_hits_pct,l2_store_misses_pct,l2_total_accesses_pct,l2_total_hits_pct,l2_total_misses_pct
433.milc,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/433.milc/433.milc.cslab_cache_stats_L2_LRU_0512_16_128.out,32,4,32,512,16,128,1,15,250,38323372715,192932087054,0.198637,0.19863659435910017,13220707774,11830715803,1389991971,0.10513748543278255,36.270084612254095,1389991971,907839463,482152508,0.3468743115495305,12.58116062971886,482152508,12.58116062971886,9656551853,8616898487,1039653366,0.10766300246987344,27.128441270855927,3564155921,3213817316,350338605,0.09829497159083463,9.141643341398169,1039653366,657464962,382188404,0.3676113755784252,9.972723612877871,350338605,250374501,99964104,0.2853356797490245,2.6084370168409903,512,16,128,100.0,89.23,10.77,100.0,90.17,9.83,100.0,89.49,10.51,100.0,63.24,36.76,100.0,71.47,28.53,100.0,65.31,34.69
433.milc,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/433.milc/433.milc.cslab_cache_stats_L2_LRU_0512_16_256.out,32,4,32,512,16,256,1,15,250,38323373356,159588577538,0.240139,0.24013857349455187,13220707912,11830710894,1389997018,0.10513786608494281,36.270215700684886,1389997018,1041218854,348778164,0.2509200807508495,9.100925452466582,348778164,9.100925452466582,9656551991,8616913022,1039638969,0.10766151002645184,27.128065145581232,3564155921,3213797872,350358049,0.09830042701995471,9.142150555103655,1039638969,757790022,281848947,0.27110271488871057,7.354492110644875,350358049,283428832,66929217,0.19103091021037166,1.746433341821706,512,16,256,100.0,89.23,10.77,100.0,90.17,9.83,100.0,89.49,10.51,100.0,72.89,27.11,100.0,80.9,19.1,100.0,74.91,25.09
433.milc,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/433.milc/433.milc.cslab_cache_stats_L2_LRU_1024_08_064.out,32,4,32,1024,8,64,1,15,250,38323372715,265146769939,0.144536,0.14453644946840846,13220707774,11831673194,1389034580,0.1050650694157004,36.24510270350823,1389034580,617965897,771068683,0.555111221925087,20.120063250544728,771068683,20.120063250544728,9656551853,8617805631,1038746222,0.10756906169123845,27.104770494101853,3564155921,3213867563,350288358,0.09828087372275204,9.140332209406377,1038746222,445219385,593526837,0.571387721494885,15.487333054266646,350288358,172746512,177541846,0.5068448378178757,4.632730196278081,1024,8,64,100.0,89.24,10.76,100.0,90.17,9.83,100.0,89.49,10.51,100.0,42.86,57.14,100.0,49.32,50.68,100.0,44.49,55.51
433.milc,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/433.milc/433.milc.cslab_cache_stats_L2_LRU_1024_08_128.out,32,4,32,1024,8,128,1,15,250,38323372780,191563641608,0.200056,0.20005556617273848,13220707788,11831713802,1388993986,0.10506199881830411,36.24404339288427,1388993986,912255381,476738605,0.3432258237293765,12.439891648805968,476738605,12.439891648805968,9656551867,8617780630,1038771237,0.10757165200446596,27.10542318295399,3564155921,3213933172,350222749,0.09826246571775613,9.13862020993028,1038771237,659466130,379305107,0.3651478723028986,9.897487603125311,350222749,252789251,97433498,0.278204366444511,2.542404045680658,1024,8,128,100.0,89.24,10.76,100.0,90.17,9.83,100.0,89.49,10.51,100.0,63.49,36.51,100.0,72.18,27.82,100.0,65.68,34.32
433.milc,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/433.milc/433.milc.cslab_cache_stats_L2_LRU_1024_08_256.out,32,4,32,1024,8,256,1,15,250,38323372715,158900593349,0.241178,0.24117828579046763,13220707774,11831425350,1389282424,0.10508381606710794,36.25156987960578,1389282424,1043213318,346069106,0.24909917524444258,9.030236158326076,346069106,9.030236158326076,9656551853,8617582766,1038969087,0.1075921408403377,27.11058587474847,3564155921,3213842584,350313337,0.09828788211423481,9.140984004857309,1038969087,758595799,280373288,0.26985719932204294,7.315986776139361,350313337,284617519,65695818,0.18753444719691045,1.714249382186716,1024,8,256,100.0,89.24,10.76,100.0,90.17,9.83,100.0,89.49,10.51,100.0,73.01,26.99,100.0,81.25,18.75,100.0,75.09,24.91
433.milc,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/433.milc/433.milc.cslab_cache_stats_L2_LRU_1024_16_064.out,32,4,32,1024,16,64,1,15,250,38323372715,265755206559,0.144206,0.14420553866549318,13220707774,11831265436,1389442338,0.10509591178866337,36.2557426334286,1389442338,615964374,773477964,0.556682305444474,20.182930394778538,773477964,20.182930394778538,9656551853,8617355412,1039196441,0.1076156848551642,27.11651839017948,3564155921,3213910024,350245897,0.09826896038311675,9.139224243249124,1039196441,443578621,595617820,0.573152290077945,15.541894614272078,350245897,172385753,177860144,0.5078150679949293,4.64103578050646,1024,16,64,100.0,89.24,10.76,100.0,90.17,9.83,100.0,89.49,10.51,100.0,42.68,57.32,100.0,49.22,50.78,100.0,44.33,55.67
433.milc,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/433.milc/433.milc.cslab_cache_stats_L2_LRU_1024_16_128.out,32,4,32,1024,16,128,1,15,250,38323372715,191782111939,0.199828,0.19982767072243676,13220707774,11831644244,1389063530,0.10506725916230815,36.2458581171879,1389063530,911455216,477608314,0.34383475174817957,12.46258562762304,477608314,12.46258562762304,9656551853,8617746453,1038805400,0.10757518996568888,27.106314669256793,3564155921,3213897791,350258130,0.09827239261230962,9.139543447931107,1038805400,658795480,380009920,0.36581434790385187,9.915878824810786,350258130,252659736,97598394,0.2786470481070632,2.5467068028122535,1024,16,128,100.0,89.24,10.76,100.0,90.17,9.83,100.0,89.49,10.51,100.0,63.42,36.58,100.0,72.14,27.86,100.0,65.62,34.38
433.milc,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/433.milc/433.milc.cslab_cache_stats_L2_LRU_1024_16_256.out,32,4,32,1024,16,256,1,15,250,38323372715,159047135819,0.240956,0.2409560695177375,13220707774,11830879052,1389828722,0.10512513745544347,36.265824835819124,1389828722,1043206224,346622498,0.24939943499023473,9.04467622350811,346622498,9.04467622350811,9656551853,8617157834,1039394019,0.10763614536767506,27.12167393850424,3564155921,3213721218,350434703,0.0983219339353925,9.144150897314884,1039394019,758595824,280798195,0.2701556771224792,7.327074187551711,350434703,284610400,65824303,0.18783614304317345,1.7176020359564015,1024,16,256,100.0,89.24,10.76,100.0,90.17,9.83,100.0,89.49,10.51,100.0,72.98,27.02,100.0,81.22,18.78,100.0,75.06,24.94
433.milc,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/433.milc/433.milc.cslab_cache_stats_L2_LRU_2048_16_064.out,32,4,32,2048,16,64,1,15,250,38323372715,250378259959,0.153062,0.1530619021047416,13220707774,11831404676,1389303098,0.10508537982604985,36.25210934151989,1389303098,677324566,711978532,0.512471708315445,18.578180404287,711978532,18.578180404287,9656551853,8617501912,1039049941,0.10760051380837338,27.112695657741774,3564155921,3213902764,350253157,0.0982709973310396,9.139413683778118,1039049941,483913421,555136520,0.5342731836986843,14.485586227715187,350253157,193411145,156842012,0.4477961407782543,4.09259417657181,2048,16,64,100.0,89.24,10.76,100.0,90.17,9.83,100.0,89.49,10.51,100.0,46.57,53.43,100.0,55.22,44.78,100.0,48.75,51.25
433.milc,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/433.milc/433.milc.cslab_cache_stats_L2_LRU_2048_16_128.out,32,4,32,2048,16,128,1,15,250,38323372715,184646875704,0.20755,0.20754953241903026,13220707774,11831755443,1388952331,0.10505884819052805,36.24295651975212,1388952331,939878290,449074041,0.3233185408722281,11.718019818861864,449074041,11.718019818861864,9656551853,8617871440,1038680413,0.10756224673275205,27.10305329137835,3564155921,3213884003,350271918,0.09827626112993501,9.139903228373775,1038680413,677205128,361475285,0.3480139612491181,9.432240937878529,350271918,262673162,87598756,0.25008786459438637,2.2857788809833357,2048,16,128,100.0,89.24,10.76,100.0,90.17,9.83,100.0,89.49,10.51,100.0,65.2,34.8,100.0,74.99,25.01,100.0,67.67,32.33
433.milc,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/433.milc/433.milc.cslab_cache_stats_L2_LRU_2048_16_256.out,32,4,32,2048,16,256,1,15,250,38323372715,155818353054,0.245949,0.24594902951976877,13220707774,11831252553,1389455221,0.10509688624481353,36.25607879903949,1389455221,1055725444,333729777,0.2401875007960404,8.7082569554056,333729777,8.7082569554056,9656551853,8617417616,1039134237,0.10760924321834116,27.114895255377057,3564155921,3213834937,350320984,0.09829002764326594,9.141183543662436,1039134237,766605391,272528846,0.2622652938342171,7.111295971435482,350320984,289120053,61200931,0.1746995863656286,1.5969609839701187,2048,16,256,100.0,89.24,10.76,100.0,90.17,9.83,100.0,89.49,10.51,100.0,73.77,26.23,100.0,82.53,17.47,100.0,75.98,24.02
444.namd,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_0256_04_064.out,32,4,32,256,4,64,1,15,250,60533954482,89966877881,0.672847,0.6728471178256159,17653016074,17056916619,596099455,0.03376756994392345,9.84735691069468,596099455,584745793,11353662,0.01904659013654022,0.1875585710062285,11353662,0.1875585710062285,13926612416,13359360152,567252264,0.040731532339357376,9.370811288541782,3726403658,3697556467,28847191,0.007741295266837139,0.47654562215289964,567252264,557638491,9613773,0.01694796761533948,0.1588162062476637,28847191,27107302,1739889,0.06031398343083041,0.02874236475856476,256,4,64,100.0,95.93,4.07,100.0,99.23,0.77,100.0,96.62,3.38,100.0,98.31,1.69,100.0,93.97,6.03,100.0,98.1,1.9
444.namd,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_0256_04_128.out,32,4,32,256,4,128,1,15,250,60533954482,88632134731,0.68298,0.6829797642324824,17653016074,17065510879,587505195,0.03328072622475538,9.705382706736875,587505195,580974850,6530345,0.011115382562702275,0.10787904170281527,6530345,0.10787904170281527,13926612416,13365181267,561431149,0.04031354734587022,9.274648481241114,3726403658,3700329612,26074046,0.006997107236094281,0.4307342254957623,561431149,555823220,5607929,0.009988631749393727,0.0926410482841913,26074046,25151630,922416,0.03537678809034854,0.015237993418623988,256,4,128,100.0,95.97,4.03,100.0,99.3,0.7,100.0,96.67,3.33,100.0,99.0,1.0,100.0,96.46,3.54,100.0,98.89,1.11
444.namd,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_0256_04_256.out,32,4,32,256,4,256,1,15,250,60533957217,88161983111,0.686622,0.6866220005598667,17653016544,17053438054,599578490,0.03396464782693403,9.904828918596088,599578490,595653162,3925328,0.00654681257828312,0.06484505855000727,3925328,0.06484505855000727,13926612886,13357407807,569205079,0.04087175278435466,9.403070692364183,3726403658,3696030247,30373411,0.008150864422535944,0.5017582262319059,569205079,565796200,3408879,0.005988841501535513,0.05631350000430288,30373411,29856962,516449,0.017003325704840987,0.008531558545704384,256,4,256,100.0,95.91,4.09,100.0,99.18,0.82,100.0,96.6,3.4,100.0,99.4,0.6,100.0,98.3,1.7,100.0,99.35,0.65
444.namd,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_0512_04_064.out,32,4,32,512,4,64,1,15,250,60533954892,89251677714,0.678239,0.6782388459517401,17653016132,17065521786,587494346,0.03328011154620974,9.705203419273728,587494346,578485180,9009166,0.015334898218748134,0.148828306626809,9009166,0.148828306626809,13926612474,13366398702,560213772,0.040226133458217454,9.254537771396071,3726403658,3699123084,27280574,0.007320885363944112,0.45066564787765623,560213772,552880883,7332889,0.013089447933100795,0.12113679030360355,27280574,25604297,1676277,0.061445811220834284,0.027691516323205444,512,4,64,100.0,95.98,4.02,100.0,99.27,0.73,100.0,96.67,3.33,100.0,98.69,1.31,100.0,93.86,6.14,100.0,98.47,1.53
444.namd,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_0512_04_128.out,32,4,32,512,4,128,1,15,250,60533954482,88281517296,0.685692,0.685692275530733,17653016074,17061588408,591427666,0.03350292457225346,9.770180571564397,591427666,586535139,4892527,0.008272401311710028,0.08082285457585314,4892527,0.08082285457585314,13926612416,13361279502,565332914,0.04059371346835937,9.339104290107198,3726403658,3700308906,26094752,0.007002663799982777,0.43107628145720056,565332914,561322103,4010811,0.00709460019163151,0.06625721108626118,26094752,25213036,881716,0.03378901627423016,0.01456564348959197,512,4,128,100.0,95.94,4.06,100.0,99.3,0.7,100.0,96.65,3.35,100.0,99.29,0.71,100.0,96.62,3.38,100.0,99.17,0.83
444.namd,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_0512_04_256.out,32,4,32,512,4,256,1,15,250,60533954482,87781916806,0.689595,0.6895948127423714,17653016074,17058827674,594188400,0.0336593133722425,9.815786942792316,594188400,591459919,2728481,0.004591945921529266,0.0450735628185554,2728481,0.0450735628185554,13926612416,13359462460,567149956,0.04072418611638915,9.369121195752115,3726403658,3699365214,27038444,0.007255908506302781,0.4466657470402001,567149956,564900369,2249587,0.0039664765485761585,0.03716239950371858,27038444,26559550,478894,0.01771159612587174,0.007911163314836815,512,4,256,100.0,95.93,4.07,100.0,99.27,0.73,100.0,96.63,3.37,100.0,99.6,0.4,100.0,98.23,1.77,100.0,99.54,0.46
444.namd,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_0512_08_064.out,32,4,32,512,8,64,1,15,250,60533957217,89360364331,0.677414,0.6774139482329771,17653016544,17058629406,594387138,0.033670570495331203,9.819069582205932,594387138,585356804,9030334,0.015192680700301426,0.14917798893649686,9030334,0.14917798893649686,13926612886,13359836489,566776397,0.040697361349776806,9.362949707190626,3726403658,3698792917,27610741,0.007409487413078317,0.4561198750153073,566776397,559417232,7359165,0.012984247472112005,0.12157085606710172,27610741,25939572,1671169,0.06052604672942316,0.027607132869395142,512,8,64,100.0,95.93,4.07,100.0,99.26,0.74,100.0,96.63,3.37,100.0,98.7,1.3,100.0,93.95,6.05,100.0,98.48,1.52
444.namd,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_0512_08_128.out,32,4,32,512,8,128,1,15,250,60533956085,88313399366,0.685445,0.6854447515277633,17653016326,17059253429,593762897,0.03363520919229449,9.808757520593163,593762897,588882963,4879934,0.008218657690899807,0.08061482043479432,4879934,0.08061482043479432,13926612668,13360279021,566333647,0.04066557033651824,9.355635805543107,3726403658,3698974408,27429250,0.007360783349681866,0.45312171505005644,566333647,562334412,3999235,0.007061623516781796,0.06606597781886898,27429250,26548551,880699,0.03210802336921352,0.014548842615925322,512,8,128,100.0,95.93,4.07,100.0,99.26,0.74,100.0,96.64,3.36,100.0,99.29,0.71,100.0,96.79,3.21,100.0,99.18,0.82
444.namd,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_0512_08_256.out,32,4,32,512,8,256,1,15,250,60533955144,87829992168,0.689217,0.6892173578725987,17653016194,17054759372,598256822,0.033889779255022644,9.882995759600519,598256822,595580148,2676674,0.00447412198502268,0.0442177286059146,2676674,0.0442177286059146,13926612536,13358397919,568214617,0.040800633717006,9.386708924740072,3726403658,3696361453,30042205,0.008061983552292875,0.4962868348604465,568214617,566010952,2203665,0.0038782265258058292,0.03640378354194526,30042205,29569196,473009,0.015744816334220472,0.007813945063969336,512,8,256,100.0,95.92,4.08,100.0,99.19,0.81,100.0,96.61,3.39,100.0,99.61,0.39,100.0,98.43,1.57,100.0,99.55,0.45
444.namd,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_0512_16_064.out,32,4,32,512,16,64,1,15,250,60533954892,89243630354,0.6783,0.6783000047385096,17653016132,17065805510,587210622,0.03326403927856559,9.700516396915678,587210622,578216622,8994000,0.015316480429742634,0.14857776955175653,8994000,0.14857776955175653,13926612474,13364849333,561763141,0.040337385853794094,9.280132811448622,3726403658,3700956177,25447481,0.006828965226396845,0.4203835854670561,561763141,554436530,7326611,0.013042171095379858,0.12103307991476144,25447481,23780092,1667389,0.0655227525270576,0.02754468963699508,512,16,64,100.0,95.97,4.03,100.0,99.32,0.68,100.0,96.67,3.33,100.0,98.7,1.3,100.0,93.45,6.55,100.0,98.47,1.53
444.namd,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_0512_16_128.out,32,4,32,512,16,128,1,15,250,60533955144,88280438733,0.685701,0.6857006604496164,17653016194,17061522551,591493643,0.03350666177947766,9.771270381935842,591493643,586609392,4884251,0.008257486885619834,0.08068613703468072,4884251,0.08068613703468072,13926612536,13361534015,565078521,0.04057544643676155,9.334901703610381,3726403658,3699988536,26415122,0.007088636772693936,0.43636867832546067,565078521,561073453,4005068,0.0070876309241278,0.06616233798820222,26415122,25535939,879183,0.03328332157617898,0.014523799046478509,512,16,128,100.0,95.94,4.06,100.0,99.29,0.71,100.0,96.65,3.35,100.0,99.29,0.71,100.0,96.67,3.33,100.0,99.17,0.83
444.namd,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_0512_16_256.out,32,4,32,512,16,256,1,15,250,60533955477,87741727421,0.689911,0.6899106873807898,17653016254,17060559308,592456946,0.03356123041385378,9.787183760445082,592456946,589785340,2671606,0.004509367335529559,0.04413400675617641,2671606,0.04413400675617641,13926612596,13361982531,564630065,0.04054324489231308,9.327493314302455,3726403658,3698576777,27826881,0.007467489717669229,0.45969044614262616,564630065,562432047,2198018,0.0038928461947912744,0.036310496855523365,27826881,27353293,473588,0.01701908309450851,0.007823509900653043,512,16,256,100.0,95.95,4.05,100.0,99.25,0.75,100.0,96.64,3.36,100.0,99.61,0.39,100.0,98.3,1.7,100.0,99.55,0.45
444.namd,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_1024_08_064.out,32,4,32,1024,8,64,1,15,250,60533957211,88744500935,0.682115,0.682115022037675,17653016544,17064555232,588461312,0.03333488701680333,9.721176990772827,588461312,581538882,6922430,0.011763611063015813,0.11435614519418999,6922430,0.11435614519418999,13926612886,13365475052,561137834,0.04029248451101091,9.26980260094465,3726403658,3699080180,27323478,0.007332398877760011,0.4513743898281753,561137834,555852224,5285610,0.009419450409041569,0.0873164459012027,27323478,25686658,1636820,0.05990525803486657,0.027039699292987295,1024,8,64,100.0,95.97,4.03,100.0,99.27,0.73,100.0,96.67,3.33,100.0,99.06,0.94,100.0,94.01,5.99,100.0,98.82,1.18
444.namd,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_1024_08_128.out,32,4,32,1024,8,128,1,15,250,60533956085,87991920221,0.687949,0.6879490291036184,17653016326,17060544322,592472004,0.03356208327567147,9.787432415090603,592472004,588800533,3671471,0.006196868333376981,0.06065142999814234,3671471,0.06065142999814234,13926612668,13360399641,566213027,0.04065690922107865,9.353643204897104,3726403658,3700144681,26258977,0.007046734441564355,0.43378921019349725,566213027,563387049,2825978,0.004991015510492661,0.04668417831525574,26258977,25413484,845493,0.0321982459560401,0.013967251682886603,1024,8,128,100.0,95.93,4.07,100.0,99.3,0.7,100.0,96.64,3.36,100.0,99.5,0.5,100.0,96.78,3.22,100.0,99.38,0.62
444.namd,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_1024_08_256.out,32,4,32,1024,8,256,1,15,250,60533956104,87649605958,0.690636,0.6906358042614213,17653016254,17055131764,597884490,0.033868687446799654,9.876844807116326,597884490,595907025,1977465,0.0033074365250719247,0.032667037267523506,1977465,0.032667037267523506,13926612596,13357830061,568782535,0.040841412876191134,9.396090584643213,3726403658,3697301703,29101955,0.007809662524757,0.4807542224731118,568782535,567245108,1537427,0.0027030137273817666,0.025397761834013172,29101955,28661917,440038,0.015120564924246498,0.007269275433510331,1024,8,256,100.0,95.92,4.08,100.0,99.22,0.78,100.0,96.61,3.39,100.0,99.73,0.27,100.0,98.49,1.51,100.0,99.67,0.33
444.namd,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_1024_16_064.out,32,4,32,1024,16,64,1,15,250,60533957213,88653422667,0.682816,0.682815794268628,17653016544,17068714600,584301944,0.03309926904241166,9.652465672185032,584301944,577494265,6807679,0.011650960723142827,0.11246049842811223,6807679,0.11246049842811223,13926612886,13368667121,557945765,0.040063278096922325,9.217070726712347,3726403658,3700047479,26356179,0.007072819108959774,0.4353949454726853,557945765,552774111,5171654,0.00926909804575719,0.0854339322605752,26356179,24720154,1636025,0.062073679193027184,0.02702656616753703,1024,16,64,100.0,95.99,4.01,100.0,99.29,0.71,100.0,96.69,3.31,100.0,99.07,0.93,100.0,93.79,6.21,100.0,98.83,1.17
444.namd,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_1024_16_128.out,32,4,32,1024,16,128,1,15,250,60533954484,87903939663,0.688638,0.6886375595459187,17653016074,17065660817,587355257,0.033272232605343746,9.702905782493469,587355257,583728696,3626561,0.006174390978507919,0.05990953392873998,3626561,0.05990953392873998,13926612416,13364624665,561987751,0.04035351413631241,9.283843353543697,3726403658,3701036152,25367506,0.006807503514961395,0.4190624289497723,561987751,559205868,2781883,0.00495007763968151,0.04595574539468245,25367506,24522828,844678,0.033297636748366194,0.013953788534057536,1024,16,128,100.0,95.96,4.04,100.0,99.32,0.68,100.0,96.67,3.33,100.0,99.5,0.5,100.0,96.67,3.33,100.0,99.38,0.62
444.namd,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_1024_16_256.out,32,4,32,1024,16,256,1,15,250,60533956110,87500721859,0.691811,0.6918109339434404,17653016254,17064548221,588468033,0.03333526829255929,9.721288196176346,588468033,586521117,1946916,0.003308448192291186,0.03216237835938127,1946916,0.03216237835938127,13926612596,13366021401,560591195,0.04025323395302982,9.260772482494206,3726403658,3698526820,27876838,0.007480895941091307,0.46051571368214017,560591195,559082347,1508848,0.002691529965967446,0.024925646644639893,27876838,27438770,438068,0.01571440778182949,0.007236731714741385,1024,16,256,100.0,95.97,4.03,100.0,99.25,0.75,100.0,96.67,3.33,100.0,99.73,0.27,100.0,98.43,1.57,100.0,99.67,0.33
444.namd,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_2048_16_064.out,32,4,32,2048,16,64,1,15,250,60533956087,88368863248,0.685015,0.6850145386290236,17653016326,17068498187,584518139,0.03311151636670163,9.656037318293302,584518139,578861664,5656475,0.0096771590522018,0.09344300894312042,5656475,0.09344300894312042,13926612668,13367271133,559341535,0.04016350194654527,9.2401285353977,3726403658,3701227054,25176604,0.006756273960269926,0.4159087828956022,559341535,555315659,4025876,0.007197527356876868,0.06650607791458353,25176604,23546005,1630599,0.06476643950868036,0.026936931028536892,2048,16,64,100.0,95.98,4.02,100.0,99.32,0.68,100.0,96.69,3.31,100.0,99.28,0.72,100.0,93.52,6.48,100.0,99.03,0.97
444.namd,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_2048_16_128.out,32,4,32,2048,16,128,1,15,250,60533956104,87825061203,0.689256,0.6892560651233822,17653016254,17059898631,593117623,0.03359865614272039,9.798097814406807,593117623,590152325,2965298,0.004999510864306253,0.04898569647266218,2965298,0.04898569647266218,13926612596,13360863482,565749114,0.040623598172214136,9.345979519792463,3726403658,3699035149,27368509,0.007344483183201083,0.45211829461434333,565749114,563624200,2124914,0.0037559298767191707,0.035102843705594,27368509,26528125,840384,0.03070623978821791,0.013882852767068177,2048,16,128,100.0,95.94,4.06,100.0,99.27,0.73,100.0,96.64,3.36,100.0,99.62,0.38,100.0,96.93,3.07,100.0,99.5,0.5
444.namd,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/444.namd/444.namd.cslab_cache_stats_L2_LRU_2048_16_256.out,32,4,32,2048,16,256,1,15,250,60533954898,87557532165,0.691362,0.6913620496284119,17653016132,17054366073,598650059,0.03391205528412871,9.889491939007259,598650059,597086818,1563241,0.0026112767826520834,0.025824200692554592,1563241,0.025824200692554592,13926612474,13357904263,568708211,0.04083607640133148,9.394862965062766,3726403658,3696461810,29941848,0.008035052224071212,0.49462897394449373,568708211,567580189,1128022,0.0019834811212177134,0.018634533327629467,29941848,29506629,435219,0.014535475565836817,0.007189667364925125,2048,16,256,100.0,95.92,4.08,100.0,99.2,0.8,100.0,96.61,3.39,100.0,99.8,0.2,100.0,98.55,1.45,100.0,99.74,0.26
